20x20 spins, 2.4 Temperature, ordered initial state
Monte Carlo cycles     Avg. energy   Heat capacity  Avg. magnetization   Avg. magnetization (abs. value)  Susceptibility            Time    Accepted configs
                276      -543.01449       461.76778           274.62319                         274.62319       654.99519       0.0055505           24922
                277      -501.40072       522.89443           219.65343                         219.65343       1989.0113       0.0055499           29013
                278      -501.56835        484.6549            227.3741                          227.3741       1515.9579       0.0055823           29368
                279      -557.82079       491.98716           290.89606                         290.89606        603.0167       0.0055925           23304
                280            -530        668.0754           235.96429                            236.05       4031.3983       0.0055693           26147
                281      -558.26335       467.52701           289.92883                         289.92883       501.99077       0.0056381           23636
                282      -513.24823       734.38277           148.68085                         180.43972       9232.5964       0.0055956           28468
                283      -499.75972        688.2016           184.39576                         184.39576         3282.42        0.005805           29952
                284      -530.66197       434.63636            250.6338                          250.6338        1577.943       0.0057562           26955
                285      -499.91579       601.94809          -57.375439                         184.89825       16438.019       0.0060233           30021
                286      -469.21678       704.47295           15.538462                         96.993007       6888.2213       0.0059579           33684
                287      -478.84321       559.82381           137.49826                         147.17073       4292.5316       0.0070353           32561
                288      -509.72222       477.88012           216.34722                         216.34722       2023.3641       0.0067007           29471
                289      -528.01384       570.25179           243.45329                         243.45329       2161.4729        0.006144           27473
                290      -546.71724       542.61663           256.53793                         256.53793       1791.0863       0.0070798           25510
                291      -512.97595       464.06717           227.27835                         227.27835       1120.1553       0.0058142           29428
                292      -512.32877       628.78641            136.0274                          208.0274       13849.406       0.0060011           29934
                293       -528.3959        546.9106            252.8942                          252.8942       1406.4643       0.0058743           27672
                294      -516.68027       684.61354            236.4966                          236.4966       2002.0231       0.0060053           29263
                295      -499.09153       425.51585           172.24407                         174.92881       3644.2577       0.0060677           31473
                296       -495.7027       592.45838           129.64189                         151.02027       8423.3756       0.0059279           31643
                297      -489.44108       449.51787           148.22896                         153.21212       4023.1319       0.0060181           32690
                298      -535.87919       432.72491           265.81208                         265.81208       857.28954       0.0059801           27261
                299      -519.95987       772.43562           140.26756                         217.72575       15902.222       0.0059595           29294
                300      -506.53333       631.42284           135.67333                            186.14       10933.217       0.0059641           30870
                301      -490.83056       633.22511           74.239203                         139.34219       10141.859       0.0060354           32877
                302      -467.36424       541.98281           130.02649                         131.12583       2262.1631       0.0060556           35484
                303      -519.81518       422.16129           249.57756                         249.57756       1355.7562       0.0061099           29566
                304      -491.11842       730.26529           173.07237                         173.07237       3384.3838       0.0062183           33307
                305      -513.04918       471.99468           215.92131                         215.92131       2236.2488       0.0060676           30816
                306      -511.88235       606.59709           175.47712                         206.03922        8014.995       0.0061572           31381
                307      -563.38762       544.06265           292.67752                         292.67752       1038.3104       0.0060011           25217
                308      -486.12987       400.09628           22.168831                         135.97403       11451.157       0.0067251           34147
                309      -493.16505       581.83914           180.49838                         180.56311        1894.465        0.006248           33365
                310      -530.15484       537.62577               247.4                             247.4       1579.5651       0.0062026           29465
                311      -514.66238       531.48644           223.30547                          223.8328       2290.8923       0.0062386           31082
                312      -541.26923       530.85458           268.15385                         268.15385       997.03074       0.0061778           28300
                313      -498.00639       724.35436            98.86262                         164.75399       12371.602       0.0062516           33252
                314      -515.01911       452.05341           235.05732                         235.05732       987.40044        0.006443           31563
                315      -520.97778       490.37194           248.66032                         248.66032       1426.6755        0.006341           30868
                316      -482.03797       505.14215           20.816456                         141.52532       11158.145       0.0065092           35841
                317      -504.39117       536.87319          -67.690852                         184.92744       16223.898       0.0062946           32680
                318      -510.13836       561.97693           239.51572                         239.51572       1218.8488       0.0063062           32170
                319      -504.33856       688.94736           190.87774                         191.86834       4349.9193       0.0063386           33180
                320       -513.8375       688.90167           195.70625                         208.64375       6611.8234       0.0063415           32386
                321      -486.80374       687.68856           182.59813                         183.58255       3042.2705       0.0064021           35234
                322      -486.14907       561.85346           183.86335                         183.86335       1781.1827        0.006429           35610
                323      -484.80495       501.77089           118.57585                         125.60991       4483.6544       0.0064114           35999
                324      -490.50617        498.0608           162.79012                         164.48148       3034.9868        0.006495           35299
                325      -512.46769       660.01331          -83.144615                         217.28615       20297.905       0.0064484           32940
                326      -508.96933       988.24008           178.90798                         200.58896       8648.2352       0.0064673           33399
                327      -525.22324       608.08205           2.2996942                         225.92049       24883.332       0.0067777           31493
                328      -492.79268       471.74897           174.96341                         174.96341       1929.8673       0.0068265           35903
                329      -519.07599       610.49007           58.425532                         236.85714       24246.976       0.0068414           32404
                330      -498.84848       551.96676           98.206061                         196.42424       14395.659       0.0066595           34987
                331      -483.14199       462.53584           178.02417                         178.02417       1782.2958       0.0067366           36834
                332       -493.3012       517.97915           172.68675                         173.27711       2545.0947       0.0069214           36128
                333      -511.01502       486.00107           215.40541                         215.40541       2066.5844       0.0070286           34035
                334      -513.72455        615.2355           233.99401                         233.99401       1965.0349       0.0069418           33530
                335      -476.28657       793.94926          -45.838806                          152.6806       13220.004       0.0067898           38725
